Problem_ID,Status,Nodes_Explored,Time_Seconds,Order_Type
286,Solved,242564,0.102673,0
287,Solved,1585,0.003214,0
288,Solved,23110863,7.47574,0
289,Solved,302441,0.096445,0
290,Solved,5582740,1.79796,0
291,Solved,206789,0.089156,0
292,Solved,19582,0.009945,0
293,Solved,96045739,39.3887,0
294,Timeout,-1,60,0
295,Solved,77817298,27.075,0
296,Solved,6326,0.004404,0
297,Solved,106488324,36.8007,0
298,Solved,68218811,22.7839,0
299,Solved,90004,0.037915,0
300,Solved,2362,0.003318,0
301,Solved,15239105,5.02844,0
302,Solved,1553,0.002449,0
303,Solved,19126,0.0113,0
304,Timeout,-1,60,0
305,Solved,31267,0.011523,0
306,Solved,218610,0.092569,0
307,Timeout,-1,60,0
308,Solved,92494,0.039172,0
309,Solved,222241,0.095573,0
310,Solved,246059,0.09853,0
311,Solved,35186,0.016855,0
312,Solved,19598,0.009413,0
313,Solved,448,0.001928,0
314,Solved,102292,0.045695,0
315,Solved,1565,0.002236,0
316,Solved,361622,0.147848,0
317,Solved,226928,0.086113,0
318,Solved,84489070,31.9745,0
319,Solved,222286,0.080152,0
320,Solved,25,0.001963,0
321,Solved,130208,0.056383,0
322,Solved,8645100,2.85551,0
323,Solved,49257,0.02411,0
324,Solved,22970770,9.4164,0
325,Solved,134821,0.046779,0
326,Solved,23783999,9.12678,0
327,Solved,204585,0.052133,0
328,Solved,48789,0.019295,0
329,Solved,90284,0.043351,0
330,Solved,215131,0.100903,0
331,Solved,179474,0.066588,0
332,Solved,553,0.002763,0
333,Solved,215099,0.092787,0
334,Solved,214891,0.071618,0
335,Solved,1571,0.002624,0
336,Solved,33,0.002223,0
337,Solved,226968,0.078279,0
338,Solved,2396,0.002673,0
339,Solved,78710439,28.4995,0
340,Solved,31043,0.010508,0
341,Solved,2424,0.004593,0
342,Solved,15631,0.008599,0
343,Solved,27308,0.010507,0
344,Solved,2366,0.002897,0
345,Solved,10285575,3.32045,0
346,Solved,22366416,7.16505,0
347,Timeout,-1,60,0
348,Solved,6280,0.004623,0
349,Solved,81505602,28.0853,0
350,Solved,19534,0.009164,0
351,Solved,49203,0.022853,0
352,Solved,23245,0.012481,0
353,Solved,2909022,0.726862,0
354,Solved,206797,0.085509,0
355,Solved,204576,0.059843,0
356,Solved,1717801,0.664727,0
357,Solved,38650239,15.1661,0
358,Solved,242309,0.109031,0
359,Solved,78065949,31.9961,0
360,Solved,207277,0.06963,0
361,Solved,460940,0.08037,0
362,Solved,230775,0.09166,0
363,Solved,34786,0.013584,0
364,Solved,90244,0.038419,0
365,Solved,4413,0.002864,0
366,Solved,3990,0.003099,0
367,Solved,2434,0.00375,0
368,Solved,4406,0.003103,0
369,Solved,74194754,25.1944,0
370,Solved,238237,0.096919,0
371,Solved,221728,0.090329,0
372,Solved,4071167,1.54147,0
373,Solved,30971,0.013704,0
374,Solved,303105,0.101854,0
375,Solved,88516,0.023586,0
376,Solved,203254,0.079574,0
377,Solved,230759,0.090368,0
378,Solved,242172,0.086332,0
379,Solved,3093223,0.666986,0
380,Solved,10262405,3.28279,0
381,Solved,230799,0.09247,0
382,Timeout,-1,60,0
383,Solved,24,0.003588,0
384,Solved,1491,0.003052,0
385,Solved,89764,0.038196,0
386,Solved,59575616,23.0757,0
387,Solved,366706,0.149045,0
388,Solved,5643,0.003457,0
389,Timeout,-1,60,0
390,Solved,2364,0.002556,0
391,Timeout,-1,60,0
392,Solved,13261997,4.44647,0
393,Solved,42440,0.012431,0
394,Solved,31083475,10.4225,0
395,Timeout,-1,60,0
396,Solved,135037956,48.4112,0
397,Solved,4358,0.005006,0
398,Solved,222232,0.094092,0
399,Solved,215179,0.088222,0
400,Solved,31331,0.014626,0
401,Solved,214763,0.088137,0
402,Solved,5757,0.005316,0
403,Solved,1559,0.00271,0
404,Solved,215147,0.080587,0
405,Solved,2432,0.002693,0
406,Solved,20280152,7.75126,0
407,Timeout,-1,60,0
408,Solved,66658,0.024529,0
409,Solved,226544,0.080412,0
410,Solved,246107,0.102142,0
411,Solved,72675070,23.9178,0
412,Timeout,-1,60,0
413,Solved,9950428,3.8327,0
414,Solved,49194,0.020801,0
415,Solved,27436,0.013701,0
416,Solved,11760,0.006801,0
417,Solved,203374,0.090579,0
418,Solved,178932,0.073725,0
419,Solved,31339,0.013979,0
420,Solved,179022,0.076458,0
421,Solved,440,0.002745,0
422,Solved,140533169,51.6859,0
423,Solved,142386210,55.3426,0
424,Solved,81584174,29.5763,0
425,Solved,345317,0.144318,0
426,Solved,78065463,31.5718,0
427,Solved,23533,0.010744,0
428,Solved,211123,0.052519,0
429,Solved,41706040,14.9714,0
430,Solved,59745644,22.7583,0
431,Solved,11256,0.006812,0
432,Solved,90220,0.037853,0
433,Timeout,-1,60,0
434,Solved,1583,0.003047,0
435,Solved,176212,0.074993,0
436,Solved,332643,0.080445,0
437,Solved,91936,0.030476,0
438,Timeout,-1,60,0
439,Solved,207325,0.068782,0
440,Solved,214667,0.07938,0
441,Solved,65,0.00238,0
442,Solved,11680,0.006033,0
443,Solved,11664,0.005326,0
444,Timeout,-1,60,0
445,Solved,2444,0.001592,0
446,Timeout,-1,60,0
447,Solved,361460,0.129979,0
448,Solved,59540381,21.4645,0
449,Solved,203110,0.062899,0
450,Solved,6020,0.003952,0
451,Solved,207189,0.086199,0
452,Solved,204603,0.046065,0
453,Solved,40401,0.013792,0
454,Solved,35098,0.016689,0
455,Solved,5555831,2.14373,0
456,Solved,14431120,3.75519,0
457,Solved,37477,0.017076,0
458,Solved,560744,0.127267,0
459,Solved,565363,0.233785,0
460,Solved,4270875,1.53466,0
461,Solved,367030,0.121856,0
462,Timeout,-1,60,0
463,Solved,302529,0.122329,0
464,Solved,246379,0.07893,0
465,Solved,20265307,6.63146,0
466,Solved,31948,0.013427,0
467,Solved,246099,0.104748,0
468,Solved,89,0.001807,0
469,Solved,226872,0.078905,0
470,Solved,230855,0.080561,0
471,Solved,2404,0.00283,0
472,Solved,5782728,2.58667,0
473,Solved,341113,0.078944,0
474,Solved,90180,0.030617,0
475,Solved,8700110,2.6945,0
476,Solved,1493,0.002592,0
477,Solved,49158,0.020925,0
478,Solved,11216,0.005705,0
479,Timeout,-1,60,0
480,Solved,10297684,4.02178,0
481,Solved,69472663,27.1847,0
482,Solved,2358,0.003731,0
483,Solved,68144551,21.9089,0
484,Solved,19118,0.007303,0
485,Solved,7244524,2.4226,0
486,Solved,48,0.002822,0
